,genre,ranking,title,year,link
288,art_house__international,89,Rififi (Du Rififi Chez les Hommes),1956,https://www.rottentomatoes.com/m/rififi
289,art_house__international,90,Moolaadé,2004,https://www.rottentomatoes.com/m/moolaade
290,art_house__international,91,Rivers and Tides: Andy Goldsworthy Working With Time,2002,https://www.rottentomatoes.com/m/rivers_and_tides_andy_goldsworthy_working_with_time
291,art_house__international,92,The Kid with a Bike,2012,https://www.rottentomatoes.com/m/the_kid_with_a_bike
292,art_house__international,93,The Man Without a Past,2002,https://www.rottentomatoes.com/m/man_without_a_past
293,art_house__international,94,The Twilight Samurai (Tasogare Seibei),2004,https://www.rottentomatoes.com/m/twilight_samurai
294,art_house__international,95,Nosferatu: Phantom der Nacht (Nosferatu the Vampyre),1979,https://www.rottentomatoes.com/m/nosferatu_the_vampyre
295,art_house__international,96,This Is Not a Film,2012,https://www.rottentomatoes.com/m/this_is_not_a_film_2011
296,art_house__international,97,The Secret World of Arrietty,2012,https://www.rottentomatoes.com/m/the_secret_world_of_arrietty
297,art_house__international,98,An Education,2009,https://www.rottentomatoes.com/m/an_education
298,art_house__international,99,Elle,2016,https://www.rottentomatoes.com/m/elle_2016
299,art_house__international,100,Force Majeure,2014,https://www.rottentomatoes.com/m/force_majeure_2014
300,classics,1,The Wizard of Oz,1939,https://www.rottentomatoes.com/m/the_wizard_of_oz_1939
301,classics,2,Citizen Kane,1941,https://www.rottentomatoes.com/m/citizen_kane
302,classics,3,Modern Times,1936,https://www.rottentomatoes.com/m/modern_times
303,classics,4,The Third Man,1949,https://www.rottentomatoes.com/m/the_third_man
304,classics,5,Casablanca,1942,https://www.rottentomatoes.com/m/1003707-casablanca
305,classics,6,It Happened One Night,1934,https://www.rottentomatoes.com/m/it_happened_one_night
306,classics,7,La Grande illusion (Grand Illusion),1938,https://www.rottentomatoes.com/m/la_grande_illusion
307,classics,8,The Cabinet of Dr. Caligari (Das Cabinet des Dr. Caligari),1920,https://www.rottentomatoes.com/m/the_cabinet_of_dr_caligari
308,classics,9,Snow White and the Seven Dwarfs,1937,https://www.rottentomatoes.com/m/1048445-snow_white_and_the_seven_dwarfs
309,classics,10,All About Eve,1950,https://www.rottentomatoes.com/m/1000626-all_about_eve
310,classics,11,The Bride of Frankenstein,1935,https://www.rottentomatoes.com/m/bride_of_frankenstein
311,classics,12,Singin' in the Rain,1952,https://www.rottentomatoes.com/m/singin_in_the_rain
312,classics,13,King Kong,1933,https://www.rottentomatoes.com/m/1011615-king_kong
313,classics,14,The Adventures of Robin Hood,1938,https://www.rottentomatoes.com/m/1000355-adventures_of_robin_hood
314,classics,15,Metropolis,1927,https://www.rottentomatoes.com/m/1013775-metropolis
315,classics,16,Laura,1944,https://www.rottentomatoes.com/m/1012007-laura
316,classics,17,"Nosferatu, a Symphony of Horror (Nosferatu, eine Symphonie des Grauens) (Nosferatu the Vampire)",1922,https://www.rottentomatoes.com/m/nosferatu
317,classics,18,The Philadelphia Story,1940,https://www.rottentomatoes.com/m/philadelphia_story
318,classics,19,A Hard Day's Night,1964,https://www.rottentomatoes.com/m/beatles_a_hard_days_night
319,classics,20,Psycho,1960,https://www.rottentomatoes.com/m/psycho
320,classics,21,North by Northwest,1959,https://www.rottentomatoes.com/m/north-by-northwest
321,classics,22,Seven Samurai (Shichinin no Samurai),1956,https://www.rottentomatoes.com/m/seven_samurai_1956
322,classics,23,Sunset Boulevard,1950,https://www.rottentomatoes.com/m/sunset_boulevard
323,classics,24,Rear Window,1954,https://www.rottentomatoes.com/m/1017289-rear_window
324,classics,25,Rebecca,1940,https://www.rottentomatoes.com/m/1017293-rebecca
325,classics,26,Touch of Evil,1958,https://www.rottentomatoes.com/m/1021749-touch_of_evil
326,classics,27,The 39 Steps,1935,https://www.rottentomatoes.com/m/1000121-39_steps
327,classics,28,The Lady Vanishes,1938,https://www.rottentomatoes.com/m/1011813-lady_vanishes
328,classics,29,All Quiet on the Western Front,1930,https://www.rottentomatoes.com/m/1000642-all_quiet_on_the_western_front
329,classics,30,Kind Hearts and Coronets,1949,https://www.rottentomatoes.com/m/kind_hearts_and_coronets
330,classics,31,A Streetcar Named Desire,1951,https://www.rottentomatoes.com/m/1020333-streetcar_named_desire
331,classics,32,Lawrence of Arabia,1962,https://www.rottentomatoes.com/m/lawrence_of_arabia
332,classics,33,12 Angry Men (Twelve Angry Men),1957,https://www.rottentomatoes.com/m/1000013-12_angry_men
333,classics,34,The Treasure of the Sierra Madre,1948,https://www.rottentomatoes.com/m/treasure_of_the_sierra_madre
334,classics,35,The 400 Blows (Les Quatre cents coups),1959,https://www.rottentomatoes.com/m/400_blows
335,classics,36,The Big Sleep,1946,https://www.rottentomatoes.com/m/1002352-big_sleep
336,classics,37,Dr. Strangelove Or How I Learned to Stop Worrying and Love the Bomb,1964,https://www.rottentomatoes.com/m/dr_strangelove
337,classics,38,Rashômon,1951,https://www.rottentomatoes.com/m/rashomon
338,classics,39,Chinatown,1974,https://www.rottentomatoes.com/m/chinatown
339,classics,40,Repulsion,1965,https://www.rottentomatoes.com/m/repulsion
340,classics,41,Frankenstein,1931,https://www.rottentomatoes.com/m/1007818-frankenstein
341,classics,42,The Grapes of Wrath,1940,https://www.rottentomatoes.com/m/grapes_of_wrath
342,classics,43,Vertigo,1958,https://www.rottentomatoes.com/m/vertigo
343,classics,44,Roman Holiday,1953,https://www.rottentomatoes.com/m/roman_holiday
344,classics,45,The Last Picture Show,1971,https://www.rottentomatoes.com/m/last_picture_show
345,classics,46,On the Waterfront,1954,https://www.rottentomatoes.com/m/on_the_waterfront
346,classics,47,The Gold Rush,1925,https://www.rottentomatoes.com/m/the_gold_rush
347,classics,48,Invasion of the Body Snatchers,1956,https://www.rottentomatoes.com/m/1010678-invasion_of_the_body_snatchers
348,classics,49,To Be or Not to Be,1942,https://www.rottentomatoes.com/m/to_be_or_not_to_be
349,classics,50,Cool Hand Luke,1967,https://www.rottentomatoes.com/m/cool_hand_luke
350,classics,51,An American in Paris,1951,https://www.rottentomatoes.com/m/american_in_paris
351,classics,52,Anatomy of a Murder,1959,https://www.rottentomatoes.com/m/anatomy-of-a-murder
352,classics,53,Battleship Potemkin,1925,https://www.rottentomatoes.com/m/battleship_potemkin
353,classics,54,His Girl Friday,1940,https://www.rottentomatoes.com/m/his_girl_friday
354,classics,55,It's a Wonderful Life,1946,https://www.rottentomatoes.com/m/its_a_wonderful_life
355,classics,56,The Red Shoes,1948,https://www.rottentomatoes.com/m/1017346-red_shoes
356,classics,57,City Lights,1931,https://www.rottentomatoes.com/m/city_lights
357,classics,58,The African Queen,1951,https://www.rottentomatoes.com/m/the_african_queen_1951
358,classics,59,Notorious,1946,https://www.rottentomatoes.com/m/1015287-notorious
359,classics,60,Mary Poppins,1964,https://www.rottentomatoes.com/m/mary_poppins
360,classics,61,Sweet Smell of Success,1957,https://www.rottentomatoes.com/m/sweet_smell_of_success
361,classics,62,2001: A Space Odyssey,1968,https://www.rottentomatoes.com/m/2001_a_space_odyssey
362,classics,63,Rio Bravo,1959,https://www.rottentomatoes.com/m/rio_bravo
363,classics,64,Miracle on 34th Street,1947,https://www.rottentomatoes.com/m/miracle_on_34th_street
364,classics,65,Rosemary's Baby,1968,https://www.rottentomatoes.com/m/rosemarys_baby
365,classics,66,The Passion of Joan of Arc (La Passion de Jeanne d'Arc),1928,https://www.rottentomatoes.com/m/passion_of_joan_of_arc
366,classics,67,Freaks,1932,https://www.rottentomatoes.com/m/freaks
367,classics,68,In a Lonely Place,1950,https://www.rottentomatoes.com/m/in_a_lonely_place
368,classics,69,The French Connection,1971,https://www.rottentomatoes.com/m/french_connection
369,classics,70,Badlands,1974,https://www.rottentomatoes.com/m/badlands
370,classics,71,Don't Look Now,1973,https://www.rottentomatoes.com/m/dont_look_now
371,classics,72,Night of the Living Dead,1968,https://www.rottentomatoes.com/m/1015052-night_of_the_living_dead
372,classics,73,Gentlemen Prefer Blondes,1953,https://www.rottentomatoes.com/m/gentlemen_prefer_blondes
373,classics,74,The Day the Earth Stood Still,1951,https://www.rottentomatoes.com/m/1005371-day_the_earth_stood_still
374,classics,75,Some Like It Hot,1959,https://www.rottentomatoes.com/m/some_like_it_hot
375,classics,76,The Birth of a Nation,1915,https://www.rottentomatoes.com/m/birth_of_a_nation
376,classics,77,Throne of Blood,1957,https://www.rottentomatoes.com/m/throne_of_blood
377,classics,78,The Best Years of Our Lives,1946,https://www.rottentomatoes.com/m/best_years_of_our_lives
378,classics,79,Forbidden Planet,1956,https://www.rottentomatoes.com/m/forbidden_planet
379,classics,80,The Searchers,1956,https://www.rottentomatoes.com/m/searchers
380,classics,81,Gone With the Wind,1939,https://www.rottentomatoes.com/m/gone_with_the_wind
381,classics,82,The Leopard,1963,https://www.rottentomatoes.com/m/the_leopard_1963
382,classics,83,The Bridge on the River Kwai,1957,https://www.rottentomatoes.com/m/bridge_on_the_river_kwai
383,classics,84,Mean Streets,1973,https://www.rottentomatoes.com/m/mean_streets
384,classics,85,Goldfinger,1964,https://www.rottentomatoes.com/m/goldfinger
385,classics,86,Paths of Glory,1957,https://www.rottentomatoes.com/m/paths_of_glory
386,classics,87,Kiss Me Deadly,1955,https://www.rottentomatoes.com/m/kiss_me_deadly
387,classics,88,101 Dalmatians,1961,https://www.rottentomatoes.com/m/101_dalmatians
388,classics,89,Bringing Up Baby,1938,https://www.rottentomatoes.com/m/bringing_up_baby
389,classics,90,Sunrise: A Song of Two Humans,1927,https://www.rottentomatoes.com/m/sunrise
390,classics,91,The Apartment,1960,https://www.rottentomatoes.com/m/1001115-apartment
391,classics,92,Der Blaue Engel (The Blue Angel),1930,https://www.rottentomatoes.com/m/1002681-blue_angel
392,classics,93,Peeping Tom,1960,https://www.rottentomatoes.com/m/peeping_tom_1960
393,classics,94,Ran,1985,https://www.rottentomatoes.com/m/ran
394,classics,95,A Star Is Born,1954,https://www.rottentomatoes.com/m/1019829-star_is_born
395,classics,96,A Fistful of Dollars (Per un Pugno di Dollari),1964,https://www.rottentomatoes.com/m/fistful_of_dollars
396,classics,97,The Lord of the Rings: The Two Towers,2002,https://www.rottentomatoes.com/m/the_lord_of_the_rings_the_two_towers
397,classics,98,Spartacus,1960,https://www.rottentomatoes.com/m/1019544-spartacus
398,classics,99,Rebel Without a Cause,1955,https://www.rottentomatoes.com/m/rebel_without_a_cause
399,classics,100,The Young Girls of Rochefort (Les Demoiselles de Rochefort),1968,https://www.rottentomatoes.com/m/the_young_girls_of_rochefort
400,comedy,1,Lady Bird,2017,https://www.rottentomatoes.com/m/lady_bird
401,comedy,2,BlacKkKlansman,2018,https://www.rottentomatoes.com/m/blackkklansman
402,comedy,3,Modern Times,1936,https://www.rottentomatoes.com/m/modern_times
403,comedy,4,It Happened One Night,1934,https://www.rottentomatoes.com/m/it_happened_one_night
404,comedy,5,Eighth Grade,2018,https://www.rottentomatoes.com/m/eighth_grade
405,comedy,6,Coco,2017,https://www.rottentomatoes.com/m/coco_2017
406,comedy,7,Singin' in the Rain,1952,https://www.rottentomatoes.com/m/singin_in_the_rain
407,comedy,8,The Big Sick,2017,https://www.rottentomatoes.com/m/the_big_sick
408,comedy,9,Paddington 2,2018,https://www.rottentomatoes.com/m/paddington_2
409,comedy,10,The Philadelphia Story,1940,https://www.rottentomatoes.com/m/philadelphia_story
410,comedy,11,A Hard Day's Night,1964,https://www.rottentomatoes.com/m/beatles_a_hard_days_night
411,comedy,12,La La Land,2016,https://www.rottentomatoes.com/m/la_la_land
412,comedy,13,Zootopia,2016,https://www.rottentomatoes.com/m/zootopia
413,comedy,14,Toy Story 2,1999,https://www.rottentomatoes.com/m/toy_story_2
414,comedy,15,Up,2009,https://www.rottentomatoes.com/m/up
415,comedy,16,Toy Story 3,2010,https://www.rottentomatoes.com/m/toy_story_3
416,comedy,17,Kind Hearts and Coronets,1949,https://www.rottentomatoes.com/m/kind_hearts_and_coronets
417,comedy,18,"Three Billboards Outside Ebbing, Missouri",2017,https://www.rottentomatoes.com/m/three_billboards_outside_ebbing_missouri
418,comedy,19,Finding Nemo,2003,https://www.rottentomatoes.com/m/finding_nemo
419,comedy,20,Dr. Strangelove Or How I Learned to Stop Worrying and Love the Bomb,1964,https://www.rottentomatoes.com/m/dr_strangelove
420,comedy,21,The Death of Stalin,2018,https://www.rottentomatoes.com/m/the_death_of_stalin
421,comedy,22,Ant-Man and the Wasp,2018,https://www.rottentomatoes.com/m/ant_man_and_the_wasp
422,comedy,23,Roman Holiday,1953,https://www.rottentomatoes.com/m/roman_holiday
423,comedy,24,Toy Story,1995,https://www.rottentomatoes.com/m/toy_story
424,comedy,25,Crazy Rich Asians,2018,https://www.rottentomatoes.com/m/crazy_rich_asians
425,comedy,26,The LEGO Movie,2014,https://www.rottentomatoes.com/m/the_lego_movie
426,comedy,27,The Gold Rush,1925,https://www.rottentomatoes.com/m/the_gold_rush
427,comedy,28,Sorry to Bother You,2018,https://www.rottentomatoes.com/m/sorry_to_bother_you_2018
428,comedy,29,Paterson,2016,https://www.rottentomatoes.com/m/paterson
429,comedy,30,To Be or Not to Be,1942,https://www.rottentomatoes.com/m/to_be_or_not_to_be
430,comedy,31,Monty Python and the Holy Grail,1975,https://www.rottentomatoes.com/m/monty_python_and_the_holy_grail
431,comedy,32,The Disaster Artist,2017,https://www.rottentomatoes.com/m/the_disaster_artist
432,comedy,33,His Girl Friday,1940,https://www.rottentomatoes.com/m/his_girl_friday
433,comedy,34,Isle of Dogs,2018,https://www.rottentomatoes.com/m/isle_of_dogs_2018
434,comedy,35,La Dolce Vita,1960,https://www.rottentomatoes.com/m/dolce_vita
435,comedy,36,Shaun the Sheep Movie,2015,https://www.rottentomatoes.com/m/shaun_the_sheep_movie
436,comedy,37,City Lights,1931,https://www.rottentomatoes.com/m/city_lights
437,comedy,38,The Artist,2011,https://www.rottentomatoes.com/m/the_artist
438,comedy,39,The Nice Guys,2016,https://www.rottentomatoes.com/m/the_nice_guys
439,comedy,40,Birdman,2014,https://www.rottentomatoes.com/m/birdman_2014
440,comedy,41,Love & Friendship,2016,https://www.rottentomatoes.com/m/love_and_friendship
441,comedy,42,Annie Hall,1977,https://www.rottentomatoes.com/m/annie_hall
442,comedy,43,Mary Poppins,1964,https://www.rottentomatoes.com/m/mary_poppins
443,comedy,44,The Discreet Charm Of The Bourgeoisie (Le Charme Discret de la Bourgeoisie),1972,https://www.rottentomatoes.com/m/discreet_charm_of_the_bourgeoisie
444,comedy,45,Spy,2015,https://www.rottentomatoes.com/m/spy_2015
445,comedy,46,The Rules of the Game (La règle du jeu),1939,https://www.rottentomatoes.com/m/the_rules_of_the_game
446,comedy,47,Ratatouille,2007,https://www.rottentomatoes.com/m/ratatouille
447,comedy,48,Gentlemen Prefer Blondes,1953,https://www.rottentomatoes.com/m/gentlemen_prefer_blondes
448,comedy,49,Some Like It Hot,1959,https://www.rottentomatoes.com/m/some_like_it_hot
449,comedy,50,Tampopo,1985,https://www.rottentomatoes.com/m/tampopo
450,comedy,51,The Incredibles,2004,https://www.rottentomatoes.com/m/incredibles
451,comedy,52,Logan Lucky,2017,https://www.rottentomatoes.com/m/logan_lucky
452,comedy,53,Sideways,2004,https://www.rottentomatoes.com/m/sideways
453,comedy,54,Hunt for the Wilderpeople,2016,https://www.rottentomatoes.com/m/hunt_for_the_wilderpeople
454,comedy,55,Chicken Run,2000,https://www.rottentomatoes.com/m/chicken_run
455,comedy,56,Yellow Submarine,1968,https://www.rottentomatoes.com/m/beatles_the_yellow_submarine
456,comedy,57,101 Dalmatians,1961,https://www.rottentomatoes.com/m/101_dalmatians
457,comedy,58,Ghostbusters (1984 Original),1984,https://www.rottentomatoes.com/m/ghostbusters
458,comedy,59,Airplane!,1980,https://www.rottentomatoes.com/m/airplane
459,comedy,60,The Grand Budapest Hotel,2014,https://www.rottentomatoes.com/m/the_grand_budapest_hotel
460,comedy,61,Big,1988,https://www.rottentomatoes.com/m/big
461,comedy,62,Don't Think Twice,2016,https://www.rottentomatoes.com/m/dont_think_twice
462,comedy,63,Bringing Up Baby,1938,https://www.rottentomatoes.com/m/bringing_up_baby
463,comedy,64,The Player,1992,https://www.rottentomatoes.com/m/player
464,comedy,65,The Apartment,1960,https://www.rottentomatoes.com/m/1001115-apartment
465,comedy,66,Playtime,1973,https://www.rottentomatoes.com/m/playtime
466,comedy,67,"Monsters, Inc.",2001,https://www.rottentomatoes.com/m/monsters_inc
467,comedy,68,Paddington,2015,https://www.rottentomatoes.com/m/paddington_2014
468,comedy,69,What We Do In The Shadows,2015,https://www.rottentomatoes.com/m/what_we_do_in_the_shadows
469,comedy,70,Groundhog Day,1993,https://www.rottentomatoes.com/m/groundhog_day
470,comedy,71,Back to the Future,1985,https://www.rottentomatoes.com/m/back_to_the_future
471,comedy,72,Anomalisa,2015,https://www.rottentomatoes.com/m/anomalisa
472,comedy,73,Duck Soup,1933,https://www.rottentomatoes.com/m/duck_soup
473,comedy,74,Bull Durham,1988,https://www.rottentomatoes.com/m/bull_durham
474,comedy,75,Moonrise Kingdom,2012,https://www.rottentomatoes.com/m/moonrise_kingdom
475,comedy,76,The Lego Batman Movie,2017,https://www.rottentomatoes.com/m/the_lego_batman_movie
476,comedy,77,Enough Said,2013,https://www.rottentomatoes.com/m/enough_said_2013
477,comedy,78,The Muppets,2011,https://www.rottentomatoes.com/m/the_muppets
478,comedy,79,The Edge of Seventeen,2016,https://www.rottentomatoes.com/m/the_edge_of_seventeen
479,comedy,80,Who Framed Roger Rabbit,1988,https://www.rottentomatoes.com/m/who_framed_roger_rabbit
480,comedy,81,Broadcast News,1987,https://www.rottentomatoes.com/m/broadcast_news
481,comedy,82,Lost In Translation,2003,https://www.rottentomatoes.com/m/lost_in_translation
482,comedy,83,Deadpool 2,2018,https://www.rottentomatoes.com/m/deadpool_2
483,comedy,84,Tangerine,2015,https://www.rottentomatoes.com/m/tangerine_2015
484,comedy,85,The Taste of Others (Le goût des autres),2000,https://www.rottentomatoes.com/m/the_taste_of_others
485,comedy,86,The Band's Visit,2007,https://www.rottentomatoes.com/m/the_bands_visit
486,comedy,87,Le Havre,2011,https://www.rottentomatoes.com/m/le_havre_2011
487,comedy,88,Repo Man,1984,https://www.rottentomatoes.com/m/repo_man
488,comedy,89,The Truman Show,1998,https://www.rottentomatoes.com/m/truman_show
489,comedy,90,Hannah Gadsby: Nanette,2018,https://www.rottentomatoes.com/m/hannah_gadsby_nanette
490,comedy,91,Silver Linings Playbook,2012,https://www.rottentomatoes.com/m/silver_linings_playbook
491,comedy,92,Guardians of the Galaxy Vol. 2,2017,https://www.rottentomatoes.com/m/guardians_of_the_galaxy_vol_2
492,comedy,93,Say Anything...,1989,https://www.rottentomatoes.com/m/say_anything
493,comedy,94,Juno,2007,https://www.rottentomatoes.com/m/juno
494,comedy,95,Wallace & Gromit: The Curse of the Were-Rabbit,2005,https://www.rottentomatoes.com/m/wallace_and_gromit_curse_of_the_wererabbit
495,comedy,96,Elaine Stritch: Shoot Me,2014,https://www.rottentomatoes.com/m/elaine_stritch_shoot_me_2013
496,comedy,97,Manhattan,1979,https://www.rottentomatoes.com/m/manhattan
497,comedy,98,Monsieur Lazhar,2012,https://www.rottentomatoes.com/m/monsieur_lazhar_2011
498,comedy,99,We Are the Best!,2014,https://www.rottentomatoes.com/m/we_are_the_best
499,comedy,100,Monty Python's Life of Brian,1979,https://www.rottentomatoes.com/m/monty_pythons_life_of_brian
500,documentary,1,Won't You Be My Neighbor?,2018,https://www.rottentomatoes.com/m/wont_you_be_my_neighbor
501,documentary,2,I Am Not Your Negro,2017,https://www.rottentomatoes.com/m/i_am_not_your_negro
502,documentary,3,Man on Wire,2008,https://www.rottentomatoes.com/m/man_on_wire
503,documentary,4,Life Itself,2014,https://www.rottentomatoes.com/m/life_itself
504,documentary,5,"Faces Places (Visages, villages)",2017,https://www.rottentomatoes.com/m/faces_places
505,documentary,6,Minding the Gap,2018,https://www.rottentomatoes.com/m/minding_the_gap
506,documentary,7,20 Feet From Stardom,2013,https://www.rottentomatoes.com/m/20_feet_from_stardom
507,documentary,8,Three Identical Strangers,2018,https://www.rottentomatoes.com/m/three_identical_strangers
508,documentary,9,Amy,2015,https://www.rottentomatoes.com/m/amy_2015
509,documentary,10,The Last Waltz,1978,https://www.rottentomatoes.com/m/the_last_waltz_1978
510,documentary,11,Kedi,2017,https://www.rottentomatoes.com/m/kedi_2017
511,documentary,12,Taxi to the Dark Side,2007,https://www.rottentomatoes.com/m/taxi_to_the_dark_side
512,documentary,13,Blackfish,2013,https://www.rottentomatoes.com/m/blackfish_2013
513,documentary,14,Weiner,2016,https://www.rottentomatoes.com/m/weiner
514,documentary,15,Murderball,2005,https://www.rottentomatoes.com/m/murderball
515,documentary,16,Tower,2016,https://www.rottentomatoes.com/m/tower_2016
516,documentary,17,Inside Job,2010,https://www.rottentomatoes.com/m/inside_job_2010
517,documentary,18,Anvil! The Story of Anvil,2009,https://www.rottentomatoes.com/m/anvil_the_story_of_anvil
518,documentary,19,Shirkers,2018,https://www.rottentomatoes.com/m/shirkers
519,documentary,20,The Square (Al Midan),2013,https://www.rottentomatoes.com/m/the_square_2013
520,documentary,21,RBG,2018,https://www.rottentomatoes.com/m/rbg
521,documentary,22,Seymour: An Introduction,2015,https://www.rottentomatoes.com/m/seymour_an_introduction
522,documentary,23,The Missing Picture,2014,https://www.rottentomatoes.com/m/the_missing_picture
523,documentary,24,Deliver Us from Evil,2006,https://www.rottentomatoes.com/m/deliver_us_from_evil
524,documentary,25,Jiro Dreams of Sushi,2012,https://www.rottentomatoes.com/m/jiro_dreams_of_sushi
525,documentary,26,Bright Lights: Starring Carrie Fisher and Debbie Reynolds,2017,https://www.rottentomatoes.com/m/bright_lights_starring_carrie_fisher_and_debbie_reynolds
526,documentary,27,Waste Land,2010,https://www.rottentomatoes.com/m/waste-land
527,documentary,28,Hoop Dreams,1994,https://www.rottentomatoes.com/m/hoop_dreams
528,documentary,29,Afghan Star,2009,https://www.rottentomatoes.com/m/afghan_star
529,documentary,30,Citizenfour,2014,https://www.rottentomatoes.com/m/citizenfour
530,documentary,31,Waltz with Bashir,2008,https://www.rottentomatoes.com/m/waltz_with_bashir
531,documentary,32,"Mr. Death: The Rise and Fall of Fred A. Leuchter, Jr.",1999,https://www.rottentomatoes.com/m/mr_death_the_rise_and_fall_of_fred_a_leuchter_jr
532,documentary,33,Strong Island,2017,https://www.rottentomatoes.com/m/strong_island
533,documentary,34,The Interrupters,2011,https://www.rottentomatoes.com/m/the_interrupters_2011
534,documentary,35,Iris,2015,https://www.rottentomatoes.com/m/iris_2015
535,documentary,36,The Overnighters,2014,https://www.rottentomatoes.com/m/the_overnighters
536,documentary,37,Capturing the Friedmans,2003,https://www.rottentomatoes.com/m/capturing_the_friedmans
537,documentary,38,Jodorowsky's Dune,2014,https://www.rottentomatoes.com/m/jodorowskys_dune
538,documentary,39,Project Nim,2011,https://www.rottentomatoes.com/m/project_nim
539,documentary,40,Elaine Stritch: Shoot Me,2014,https://www.rottentomatoes.com/m/elaine_stritch_shoot_me_2013
540,documentary,41,The Invisible War,2012,https://www.rottentomatoes.com/m/the_invisible_war
541,documentary,42,56 Up,2013,https://www.rottentomatoes.com/m/56_up
542,documentary,43,Last Train Home,2010,https://www.rottentomatoes.com/m/last_train_home-2009
543,documentary,44,The Look of Silence,2015,https://www.rottentomatoes.com/m/the_look_of_silence
544,documentary,45,Nostalgia for the Light,2011,https://www.rottentomatoes.com/m/nostalgia_for_the_light
545,documentary,46,Spellbound,2002,https://www.rottentomatoes.com/m/1122382-spellbound
546,documentary,47,Everyday Sunshine: The Story of Fishbone,2011,https://www.rottentomatoes.com/m/everyday_sunshine_the_story_of_fishbone_2011
547,documentary,48,Bill Cunningham New York,2011,https://www.rottentomatoes.com/m/bill_cunningham_new_york_2010
548,documentary,49,We Were Here,2011,https://www.rottentomatoes.com/m/we_were_here_voices_from_the_aids_years_in_san_francisco
549,documentary,50,Enron: The Smartest Guys in the Room,2005,https://www.rottentomatoes.com/m/enron_the_smartest_guys_in_the_room
550,documentary,51,The Act Of Killing,2013,https://www.rottentomatoes.com/m/the_act_of_killing
551,documentary,52,Rivers and Tides: Andy Goldsworthy Working With Time,2002,https://www.rottentomatoes.com/m/rivers_and_tides_andy_goldsworthy_working_with_time
552,documentary,53,Ai Weiwei: Never Sorry,2012,https://www.rottentomatoes.com/m/ai_weiwei_never_sorry_2012
553,documentary,54,When We Were Kings,1996,https://www.rottentomatoes.com/m/when_we_were_kings
554,documentary,55,This Is Not a Film,2012,https://www.rottentomatoes.com/m/this_is_not_a_film_2011
555,documentary,56,13th,2016,https://www.rottentomatoes.com/m/13th
556,documentary,57,Kurt Cobain: Montage Of Heck,2015,https://www.rottentomatoes.com/m/kurt_cobain_montage_of_heck_2015
557,documentary,58,March of the Penguins,2005,https://www.rottentomatoes.com/m/march_of_the_penguins
558,documentary,59,Hitchcock/Truffaut,2015,https://www.rottentomatoes.com/m/hitchcocktruffaut
559,documentary,60,Restrepo,2010,https://www.rottentomatoes.com/m/restrepo
560,documentary,61,The King of Kong: A Fistful of Quarters,2007,https://www.rottentomatoes.com/m/king_of_kong
561,documentary,62,The Fog of War: Eleven Lessons from the Life of Robert S. McNamara,2003,https://www.rottentomatoes.com/m/the_fog_of_war_eleven_lessons_from_the_life_of_robert_s_mcnamara
562,documentary,63,West of Memphis,2012,https://www.rottentomatoes.com/m/west_of_memphis
563,documentary,64,Bowling for Columbine,2002,https://www.rottentomatoes.com/m/bowling_for_columbine
564,documentary,65,Cave of Forgotten Dreams,2011,https://www.rottentomatoes.com/m/cave_of_forgotten_dreams
565,documentary,66,The War Tapes,2006,https://www.rottentomatoes.com/m/war_tapes
566,documentary,67,The Beatles: Eight Days a Week - The Touring Years,2016,https://www.rottentomatoes.com/m/the_beatles_eight_days_a_week_the_touring_years
567,documentary,68,Jafar Panahi's Taxi,2015,https://www.rottentomatoes.com/m/jafar_panahis_taxi
568,documentary,69,How to Survive a Plague,2012,https://www.rottentomatoes.com/m/how_to_survive_a_plague
569,documentary,70,Beware Of Mr. Baker,2012,https://www.rottentomatoes.com/m/beware_of_mr_baker
570,documentary,71,Sicko,2007,https://www.rottentomatoes.com/m/sicko
571,documentary,72,Undefeated,2012,https://www.rottentomatoes.com/m/undefeated_2012
572,documentary,73,Marwencol,2010,https://www.rottentomatoes.com/m/marwencol
573,documentary,74,Mea Maxima Culpa: Silence In The House Of God,2012,https://www.rottentomatoes.com/m/mea_maxima_culpa_silence_in_the_house_of_god
574,documentary,75,The Island President,2012,https://www.rottentomatoes.com/m/the_island_president
575,documentary,76,Finders Keepers,2015,https://www.rottentomatoes.com/m/finders_keepers_2015
576,documentary,77,Stories We Tell,2013,https://www.rottentomatoes.com/m/stories_we_tell
577,documentary,78,The Devil Came on Horseback,2007,https://www.rottentomatoes.com/m/devil_came_on_horseback
578,documentary,79,Blindsight,2006,https://www.rottentomatoes.com/m/blindsight
579,documentary,80,Let The Fire Burn,2013,https://www.rottentomatoes.com/m/let_the_fire_burn_2013
580,documentary,81,Sound City,2013,https://www.rottentomatoes.com/m/sound_city
581,documentary,82,Call Me Kuchu,2013,https://www.rottentomatoes.com/m/call_me_kuchu_2011
582,documentary,83,For the Bible Tells Me So,2007,https://www.rottentomatoes.com/m/for_the_bible_tells_me_so
583,documentary,84,Keep On Keepin' On,2014,https://www.rottentomatoes.com/m/keep_on_keepin_on
584,documentary,85,The Life and Times of Hank Greenberg,2000,https://www.rottentomatoes.com/m/the_life_and_times_of_hank_greenberg
585,documentary,86,Born To Be Wild,2011,https://www.rottentomatoes.com/m/born_to_be_wild_2011
586,documentary,87,Surfwise,2007,https://www.rottentomatoes.com/m/surfwise
